観測所ID,地点名,かな,都道府県,地方,緯度,経度,標高(m),種別,観測要素,気象庁ページURL,状態,観測期間
31482,酸ケ湯,スカユ,青森県,東北,40.648333,140.848333,890,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1079&year=&month=&day=&view=,現役,
31506,三沢,ミサワ,青森県,東北,40.675,141.375,39,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0169&year=&month=&day=&view=,現役,
31586,十和田,トワダ,青森県,東北,40.606667,141.233333,55,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0172&year=&month=&day=&view=,現役,
31602,八戸,ハチノヘ,青森県,東北,40.526667,141.521667,27,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=47581&year=&month=&day=&view=,現役,
31646,碇ケ関,イカリガセキ,青森県,東北,40.481667,140.62,135,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0175&year=&month=&day=&view=,現役,
31662,休屋,ヤスミヤ,青森県,東北,40.426667,140.898333,414,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0177&year=&month=&day=&view=,現役,
31721,三戸,サンノヘ,青森県,東北,40.383333,141.256667,60,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0179&year=&month=&day=&view=,現役,
32056,八森,ハチモリ,秋田県,東北,40.413333,139.948333,34,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1043&year=&month=&day=&view=,現役,
32111,能代,ノシロ,秋田県,東北,40.198333,140.031667,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0183&year=&month=&day=&view=,現役,
32126,鷹巣,タカノス,秋田県,東北,40.226667,140.371667,29,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0184&year=&month=&day=&view=,現役,
32136,大館,オオダテ,秋田県,東北,40.251667,140.505,49,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0912&year=&month=&day=&view=,現役,
32146,鹿角,カヅノ,秋田県,東北,40.215,140.786667,123,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0185&year=&month=&day=&view=,現役,
32181,脇神,ワキガミ：大館能代空港,秋田県,東北,40.191667,140.371667,84,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1463&year=&month=&day=&view=,現役,
32206,湯瀬,ユゼ,秋田県,東北,40.12,140.84,214,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0186&year=&month=&day=&view=,現役,
32266,八幡平,ハチマンタイ,秋田県,東北,40.013333,140.801667,578,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1289&year=&month=&day=&view=,現役,
32286,男鹿,オガ,秋田県,東北,39.911667,139.9,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1036&year=&month=&day=&view=,現役,
32287,大潟,オオガタ,秋田県,東北,40,139.95,-3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1035&year=&month=&day=&view=,現役,
32296,五城目,ゴジョウメ,秋田県,東北,39.938333,140.115,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0188&year=&month=&day=&view=,現役,
32311,阿仁合,アニアイ,秋田県,東北,39.993333,140.403333,120,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1131&year=&month=&day=&view=,現役,
32402,秋田,アキタ,秋田県,東北,39.716667,140.098333,6,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=47582&year=&month=&day=&view=,現役,
32407,岩見三内,イワミサンナイ,秋田県,東北,39.706667,140.286667,41,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0192&year=&month=&day=&view=,現役,
32451,雄和,ユウワ：秋田空港,秋田県,東北,39.615,140.218333,93,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1511&year=&month=&day=&view=,現役,
32466,角館,カクノダテ,秋田県,東北,39.603333,140.556667,56,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0193&year=&month=&day=&view=,現役,
32476,田沢湖,タザワコ,秋田県,東北,39.698333,140.731667,230,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0194&year=&month=&day=&view=,現役,
32496,大正寺,ダイショウジ,秋田県,東北,39.526667,140.233333,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1050&year=&month=&day=&view=,現役,
32551,大曲,オオマガリ,秋田県,東北,39.49,140.495,30,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0195&year=&month=&day=&view=,現役,
32571,本荘,ホンジョウ,秋田県,東北,39.36,140.055,11,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0196&year=&month=&day=&view=,現役,
32581,東由利,ヒガシユリ,秋田県,東北,39.305,140.288333,117,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=1117&year=&month=&day=&view=,現役,
32596,横手,ヨコテ,秋田県,東北,39.32,140.555,59,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0198&year=&month=&day=&view=,現役,
32616,にかほ,ニカホ,秋田県,東北,39.255,139.913333,7,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0199&year=&month=&day=&view=,現役,
32626,矢島,ヤシマ,秋田県,東北,39.235,140.136667,46,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0200&year=&month=&day=&view=,現役,
32691,湯沢,ユザワ,秋田県,東北,39.186667,140.463333,74,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0202&year=&month=&day=&view=,現役,
32771,湯の岱,ユノタイ,秋田県,東北,38.96,140.528333,335,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=32&block_no=0204&year=&month=&day=&view=,現役,
33006,種市,タネイチ,岩手県,東北,40.403333,141.7,70,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0205&year=&month=&day=&view=,現役,
33026,軽米,カルマイ,岩手県,東北,40.325,141.466667,148,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0206&year=&month=&day=&view=,現役,
33071,二戸,ニノヘ,岩手県,東北,40.298333,141.298333,87,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0207&year=&month=&day=&view=,現役,
33136,山形,ヤマガタ,岩手県,東北,40.148333,141.571667,290,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1219&year=&month=&day=&view=,現役,
33146,久慈,クジ,岩手県,東北,40.168333,141.748333,13,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0209&year=&month=&day=&view=,現役,
33166,荒屋,アラヤ,岩手県,東北,40.103333,141.05,290,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1120&year=&month=&day=&view=,現役,
33176,奥中山,オクナカヤマ,岩手県,東北,40.06,141.225,430,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1215&year=&month=&day=&view=,現役,
33186,葛巻,クズマキ,岩手県,東北,40.04,141.456667,418,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0211&year=&month=&day=&view=,現役,
33206,普代,フダイ,岩手県,東北,40.003333,141.883333,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1123&year=&month=&day=&view=,現役,
33226,岩手松尾,イワテマツオ,岩手県,東北,39.951667,141.065,275,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0214&year=&month=&day=&view=,現役,
33296,好摩,コウマ,岩手県,東北,39.868333,141.166667,205,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1032&year=&month=&day=&view=,現役,
33326,岩泉,イワイズミ,岩手県,東北,39.846667,141.795,105,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0218&year=&month=&day=&view=,現役,
33336,小本,オモト,岩手県,東北,39.846667,141.963333,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1212&year=&month=&day=&view=,現役,
33371,薮川,ヤブカワ,岩手県,東北,39.783333,141.328333,680,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1078&year=&month=&day=&view=,現役,
33421,雫石,シズクイシ,岩手県,東北,39.696667,140.975,195,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0221&year=&month=&day=&view=,現役,
33431,盛岡,モリオカ,岩手県,東北,39.698333,141.165,155,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=47584&year=&month=&day=&view=,現役,
33441,区界,クザカイ,岩手県,東北,39.65,141.353333,734,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1447&year=&month=&day=&view=,現役,
33472,宮古,ミヤコ,岩手県,東北,39.646667,141.965,43,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=47585&year=&month=&day=&view=,現役,
33486,沢内,サワウチ,岩手県,東北,39.548333,140.843333,407,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1118&year=&month=&day=&view=,現役,
33501,紫波,シワ,岩手県,東北,39.546667,141.126667,125,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1128&year=&month=&day=&view=,現役,
33526,川井,カワイ,岩手県,東北,39.598333,141.681667,192,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1224&year=&month=&day=&view=,現役,
33576,花巻,ハナマキ：花巻空港,岩手県,東北,39.428333,141.135,90,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0227&year=&month=&day=&view=,現役,
33581,大迫,オオハサマ,岩手県,東北,39.47,141.278333,150,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0228&year=&month=&day=&view=,現役,
33616,山田,ヤマダ,岩手県,東北,39.45,141.956667,24,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1033&year=&month=&day=&view=,現役,
33631,湯田,ユダ,岩手県,東北,39.31,140.776667,250,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0229&year=&month=&day=&view=,現役,
33671,遠野,トオノ,岩手県,東北,39.338333,141.543333,275,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0231&year=&month=&day=&view=,現役,
33716,北上,キタカミ,岩手県,東北,39.288333,141.11,61,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0230&year=&month=&day=&view=,現役,
33751,釜石,カマイシ,岩手県,東北,39.27,141.878333,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0233&year=&month=&day=&view=,現役,
33776,若柳,ワカヤナギ,岩手県,東北,39.14,141.063333,97,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0235&year=&month=&day=&view=,現役,
33781,江刺,エサシ,岩手県,東北,39.183333,141.161667,42,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0236&year=&month=&day=&view=,現役,
33801,住田,スミタ,岩手県,東北,39.141667,141.573333,80,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=1206&year=&month=&day=&view=,現役,
33877,大船渡,オオフナト,岩手県,東北,39.063333,141.713333,37,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=47512&year=&month=&day=&view=,現役,
33911,一関,イチノセキ,岩手県,東北,38.933333,141.125,32,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0238&year=&month=&day=&view=,現役,
33921,千厩,センマヤ,岩手県,東北,38.921667,141.33,120,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=33&block_no=0239&year=&month=&day=&view=,現役,
34012,駒ノ湯,コマノユ,宮城県,東北,38.913333,140.828333,532,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1126&year=&month=&day=&view=,現役,
34026,気仙沼,ケセンヌマ,宮城県,東北,38.906667,141.556667,62,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0242&year=&month=&day=&view=,現役,
34096,川渡,カワタビ,宮城県,東北,38.743333,140.76,170,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0243&year=&month=&day=&view=,現役,
34111,築館,ツキダテ,宮城県,東北,38.735,141.005,25,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0244&year=&month=&day=&view=,現役,
34171,米山,ヨネヤマ,宮城県,東北,38.625,141.186667,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1029&year=&month=&day=&view=,現役,
34186,志津川,シヅガワ,宮城県,東北,38.681667,141.448333,39,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0246&year=&month=&day=&view=,現役,
34216,古川,フルカワ,宮城県,東北,38.598333,140.911667,28,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0247&year=&month=&day=&view=,現役,
34266,大衡,オオヒラ,宮城県,東北,38.473333,140.888333,57,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0248&year=&month=&day=&view=,現役,
34276,鹿島台,カシマダイ,宮城県,東北,38.46,141.091667,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0249&year=&month=&day=&view=,現役,
34292,石巻,イシノマキ,宮城県,東北,38.426667,141.298333,43,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=47592&year=&month=&day=&view=,現役,
34296,女川,オナガワ,宮城県,東北,38.446667,141.45,38,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1626&year=&month=&day=&view=,現役,
34311,新川,ニッカワ,宮城県,東北,38.303333,140.636667,265,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0251&year=&month=&day=&view=,現役,
34331,塩釜,シオガマ,宮城県,東北,38.338333,141.013333,105,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1030&year=&month=&day=&view=,現役,
34392,仙台,センダイ,宮城県,東北,38.261667,140.896667,39,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=47590&year=&month=&day=&view=,現役,
34436,名取,ナトリ：仙台空港,宮城県,東北,38.138333,140.916667,2,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1464&year=&month=&day=&view=,現役,
34461,白石,シロイシ,宮城県,東北,38.015,140.611667,86,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0256&year=&month=&day=&view=,現役,
34462,蔵王,ザオウ,宮城県,東北,38.126667,140.68,112,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1564&year=&month=&day=&view=,現役,
34471,亘理,ワタリ,宮城県,東北,38.025,140.858333,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=0257&year=&month=&day=&view=,現役,
34506,丸森,マルモリ,宮城県,東北,37.931667,140.778333,18,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=34&block_no=1220&year=&month=&day=&view=,現役,
35002,飛島,トビシマ,山形県,東北,39.183333,139.543333,58,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1291&year=&month=&day=&view=,現役,
35052,酒田,サカタ,山形県,東北,38.908333,139.843333,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=47587&year=&month=&day=&view=,現役,
35071,差首鍋,サスナベ,山形県,東北,38.918333,140.2,88,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0260&year=&month=&day=&view=,現役,
35086,浜中,ハマナカ：庄内空港,山形県,東北,38.811667,139.786667,22,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1465&year=&month=&day=&view=,現役,
35116,金山,カネヤマ,山形県,東北,38.878333,140.331667,170,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0262&year=&month=&day=&view=,現役,
35141,鶴岡,ツルオカ,山形県,東北,38.735,139.828333,16,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0263&year=&month=&day=&view=,現役,
35146,狩川,カリカワ,山形県,東北,38.8,139.973333,17,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0264&year=&month=&day=&view=,現役,
35162,新庄,シンジョウ,山形県,東北,38.756667,140.311667,105,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=47520&year=&month=&day=&view=,現役,
35176,向町,ムカイマチ,山形県,東北,38.758333,140.516667,212,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0910&year=&month=&day=&view=,現役,
35216,肘折,ヒジオリ,山形県,東北,38.606667,140.163333,330,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1125&year=&month=&day=&view=,現役,
35231,尾花沢,オバナザワ,山形県,東北,38.608333,140.411667,106,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1039&year=&month=&day=&view=,現役,
35246,鼠ケ関,ネズガセキ,山形県,東北,38.566667,139.551667,18,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1040&year=&month=&day=&view=,現役,
35332,村山,ムラヤマ,山形県,東北,38.46,140.348333,80,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1539&year=&month=&day=&view=,現役,
35334,東根,ヒガシネ：山形空港,山形県,東北,38.411667,140.37,105,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1488&year=&month=&day=&view=,現役,
35361,大井沢,オオイサワ,山形県,東北,38.39,139.993333,440,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1292&year=&month=&day=&view=,現役,
35376,左沢,アテラザワ,山形県,東北,38.37,140.191667,133,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0272&year=&month=&day=&view=,現役,
35426,山形,ヤマガタ,山形県,東北,38.255,140.345,153,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=47588&year=&month=&day=&view=,現役,
35456,長井,ナガイ,山形県,東北,38.105,140.015,210,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0275&year=&month=&day=&view=,現役,
35486,小国,オグニ,山形県,東北,38.078333,139.735,140,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0277&year=&month=&day=&view=,現役,
35511,高畠,タカハタ,山形県,東北,38.003333,140.206667,220,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=1132&year=&month=&day=&view=,現役,
35541,高峰,タカミネ,山形県,東北,37.99,139.953333,260,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0278&year=&month=&day=&view=,現役,
35552,米沢,ヨネザワ,山形県,東北,37.911667,140.143333,245,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=35&block_no=0279&year=&month=&day=&view=,現役,
36056,茂庭,モニワ,福島県,東北,37.891667,140.436667,200,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=1293&year=&month=&day=&view=,現役,
36066,梁川,ヤナガワ,福島県,東北,37.851667,140.588333,43,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=0281&year=&month=&day=&view=,現役,
36106,桧原,ヒバラ,福島県,東北,37.721667,140.058333,824,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=1282&year=&month=&day=&view=,現役,
36127,福島,フクシマ,福島県,東北,37.758333,140.47,67,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=47595&year=&month=&day=&view=,現役,
36151,相馬,ソウマ,福島県,東北,37.783333,140.925,9,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=0285&year=&month=&day=&view=,現役,
36176,喜多方,キタカタ,福島県,東北,37.658333,139.863333,212,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=36&block_no=0286&year=&month=&day=&view=,現役,
